TimeID,Date,Year,Month,Day,Time,Month Number
1,2009-12-01 07:45:00,2009,December,1,07:45:00,12
2,2009-12-01 07:46:00,2009,December,1,07:46:00,12
3,2009-12-01 09:06:00,2009,December,1,09:06:00,12
4,2009-12-01 09:08:00,2009,December,1,09:08:00,12
5,2009-12-01 09:24:00,2009,December,1,09:24:00,12
6,2009-12-01 09:28:00,2009,December,1,09:28:00,12
7,2009-12-01 09:43:00,2009,December,1,09:43:00,12
8,2009-12-01 09:44:00,2009,December,1,09:44:00,12
9,2009-12-01 09:46:00,2009,December,1,09:46:00,12
10,2009-12-01 09:50:00,2009,December,1,09:50:00,12
11,2009-12-01 09:57:00,2009,December,1,09:57:00,12
12,2009-12-01 10:06:00,2009,December,1,10:06:00,12
13,2009-12-01 10:18:00,2009,December,1,10:18:00,12
14,2009-12-01 10:36:00,2009,December,1,10:36:00,12
15,2009-12-01 10:46:00,2009,December,1,10:46:00,12
16,2009-12-01 10:49:00,2009,December,1,10:49:00,12
17,2009-12-01 10:52:00,2009,December,1,10:52:00,12
18,2009-12-01 10:59:00,2009,December,1,10:59:00,12
19,2009-12-01 11:17:00,2009,December,1,11:17:00,12
20,2009-12-01 11:21:00,2009,December,1,11:21:00,12
21,2009-12-01 11:34:00,2009,December,1,11:34:00,12
22,2009-12-01 11:37:00,2009,December,1,11:37:00,12
23,2009-12-01 11:41:00,2009,December,1,11:41:00,12
24,2009-12-01 11:45:00,2009,December,1,11:45:00,12
25,2009-12-01 11:46:00,2009,December,1,11:46:00,12
26,2009-12-01 11:49:00,2009,December,1,11:49:00,12
27,2009-12-01 11:50:00,2009,December,1,11:50:00,12
28,2009-12-01 11:51:00,2009,December,1,11:51:00,12
29,2009-12-01 11:57:00,2009,December,1,11:57:00,12
30,2009-12-01 11:58:00,2009,December,1,11:58:00,12
31,2009-12-01 12:02:00,2009,December,1,12:02:00,12
32,2009-12-01 12:13:00,2009,December,1,12:13:00,12
33,2009-12-01 12:14:00,2009,December,1,12:14:00,12
34,2009-12-01 12:18:00,2009,December,1,12:18:00,12
35,2009-12-01 12:19:00,2009,December,1,12:19:00,12
36,2009-12-01 12:20:00,2009,December,1,12:20:00,12
37,2009-12-01 12:22:00,2009,December,1,12:22:00,12
38,2009-12-01 12:30:00,2009,December,1,12:30:00,12
39,2009-12-01 12:32:00,2009,December,1,12:32:00,12
40,2009-12-01 12:33:00,2009,December,1,12:33:00,12
41,2009-12-01 12:36:00,2009,December,1,12:36:00,12
42,2009-12-01 12:47:00,2009,December,1,12:47:00,12
43,2009-12-01 12:52:00,2009,December,1,12:52:00,12
44,2009-12-01 12:54:00,2009,December,1,12:54:00,12
45,2009-12-01 12:55:00,2009,December,1,12:55:00,12
46,2009-12-01 12:56:00,2009,December,1,12:56:00,12
47,2009-12-01 12:57:00,2009,December,1,12:57:00,12
48,2009-12-01 13:07:00,2009,December,1,13:07:00,12
49,2009-12-01 13:13:00,2009,December,1,13:13:00,12
50,2009-12-01 13:16:00,2009,December,1,13:16:00,12
51,2009-12-01 13:19:00,2009,December,1,13:19:00,12
52,2009-12-01 13:20:00,2009,December,1,13:20:00,12
53,2009-12-01 13:29:00,2009,December,1,13:29:00,12
54,2009-12-01 13:31:00,2009,December,1,13:31:00,12
55,2009-12-01 13:37:00,2009,December,1,13:37:00,12
56,2009-12-01 13:38:00,2009,December,1,13:38:00,12
57,2009-12-01 13:41:00,2009,December,1,13:41:00,12
58,2009-12-01 13:43:00,2009,December,1,13:43:00,12
59,2009-12-01 13:47:00,2009,December,1,13:47:00,12
60,2009-12-01 13:48:00,2009,December,1,13:48:00,12
61,2009-12-01 13:49:00,2009,December,1,13:49:00,12
62,2009-12-01 13:50:00,2009,December,1,13:50:00,12
63,2009-12-01 14:14:00,2009,December,1,14:14:00,12
64,2009-12-01 14:19:00,2009,December,1,14:19:00,12
65,2009-12-01 14:27:00,2009,December,1,14:27:00,12
66,2009-12-01 14:28:00,2009,December,1,14:28:00,12
67,2009-12-01 14:35:00,2009,December,1,14:35:00,12
68,2009-12-01 14:40:00,2009,December,1,14:40:00,12
69,2009-12-01 14:43:00,2009,December,1,14:43:00,12
70,2009-12-01 14:44:00,2009,December,1,14:44:00,12
71,2009-12-01 14:45:00,2009,December,1,14:45:00,12
72,2009-12-01 14:46:00,2009,December,1,14:46:00,12
73,2009-12-01 14:47:00,2009,December,1,14:47:00,12
74,2009-12-01 14:48:00,2009,December,1,14:48:00,12
75,2009-12-01 14:49:00,2009,December,1,14:49:00,12
76,2009-12-01 14:50:00,2009,December,1,14:50:00,12
77,2009-12-01 14:53:00,2009,December,1,14:53:00,12
78,2009-12-01 14:55:00,2009,December,1,14:55:00,12
79,2009-12-01 14:56:00,2009,December,1,14:56:00,12
80,2009-12-01 14:58:00,2009,December,1,14:58:00,12
81,2009-12-01 14:59:00,2009,December,1,14:59:00,12
82,2009-12-01 15:02:00,2009,December,1,15:02:00,12
83,2009-12-01 15:19:00,2009,December,1,15:19:00,12
84,2009-12-01 15:26:00,2009,December,1,15:26:00,12
85,2009-12-01 15:36:00,2009,December,1,15:36:00,12
86,2009-12-01 15:42:00,2009,December,1,15:42:00,12
87,2009-12-01 16:05:00,2009,December,1,16:05:00,12
88,2009-12-01 16:17:00,2009,December,1,16:17:00,12
89,2009-12-01 16:18:00,2009,December,1,16:18:00,12
90,2009-12-01 16:19:00,2009,December,1,16:19:00,12
91,2009-12-01 16:30:00,2009,December,1,16:30:00,12
92,2009-12-01 16:34:00,2009,December,1,16:34:00,12
93,2009-12-01 16:44:00,2009,December,1,16:44:00,12
94,2009-12-01 17:08:00,2009,December,1,17:08:00,12
95,2009-12-01 17:19:00,2009,December,1,17:19:00,12
96,2009-12-01 17:28:00,2009,December,1,17:28:00,12
97,2009-12-01 17:31:00,2009,December,1,17:31:00,12
98,2009-12-01 17:45:00,2009,December,1,17:45:00,12
99,2009-12-01 17:50:00,2009,December,1,17:50:00,12
100,2009-12-01 18:03:00,2009,December,1,18:03:00,12
101,2009-12-01 18:07:00,2009,December,1,18:07:00,12
102,2009-12-01 18:13:00,2009,December,1,18:13:00,12
103,2009-12-01 18:35:00,2009,December,1,18:35:00,12
104,2009-12-01 19:19:00,2009,December,1,19:19:00,12
105,2009-12-02 08:15:00,2009,December,2,08:15:00,12
106,2009-12-02 08:16:00,2009,December,2,08:16:00,12
107,2009-12-02 08:58:00,2009,December,2,08:58:00,12
108,2009-12-02 09:21:00,2009,December,2,09:21:00,12
109,2009-12-02 09:23:00,2009,December,2,09:23:00,12
110,2009-12-02 09:35:00,2009,December,2,09:35:00,12
111,2009-12-02 09:47:00,2009,December,2,09:47:00,12
112,2009-12-02 09:49:00,2009,December,2,09:49:00,12
113,2009-12-02 09:50:00,2009,December,2,09:50:00,12
114,2009-12-02 09:57:00,2009,December,2,09:57:00,12
115,2009-12-02 10:00:00,2009,December,2,10:00:00,12
116,2009-12-02 10:02:00,2009,December,2,10:02:00,12
117,2009-12-02 10:08:00,2009,December,2,10:08:00,12
118,2009-12-02 10:09:00,2009,December,2,10:09:00,12
119,2009-12-02 10:15:00,2009,December,2,10:15:00,12
120,2009-12-02 10:41:00,2009,December,2,10:41:00,12
121,2009-12-02 10:42:00,2009,December,2,10:42:00,12
122,2009-12-02 10:48:00,2009,December,2,10:48:00,12
123,2009-12-02 10:51:00,2009,December,2,10:51:00,12
124,2009-12-02 10:52:00,2009,December,2,10:52:00,12
125,2009-12-02 10:58:00,2009,December,2,10:58:00,12
126,2009-12-02 11:07:00,2009,December,2,11:07:00,12
127,2009-12-02 11:09:00,2009,December,2,11:09:00,12
128,2009-12-02 11:18:00,2009,December,2,11:18:00,12
129,2009-12-02 11:20:00,2009,December,2,11:20:00,12
130,2009-12-02 11:24:00,2009,December,2,11:24:00,12
131,2009-12-02 11:26:00,2009,December,2,11:26:00,12
132,2009-12-02 11:31:00,2009,December,2,11:31:00,12
133,2009-12-02 11:33:00,2009,December,2,11:33:00,12
134,2009-12-02 11:34:00,2009,December,2,11:34:00,12
135,2009-12-02 11:43:00,2009,December,2,11:43:00,12
136,2009-12-02 11:45:00,2009,December,2,11:45:00,12
137,2009-12-02 11:47:00,2009,December,2,11:47:00,12
138,2009-12-02 11:48:00,2009,December,2,11:48:00,12
139,2009-12-02 11:51:00,2009,December,2,11:51:00,12
140,2009-12-02 11:52:00,2009,December,2,11:52:00,12
141,2009-12-02 11:53:00,2009,December,2,11:53:00,12
142,2009-12-02 11:55:00,2009,December,2,11:55:00,12
143,2009-12-02 11:59:00,2009,December,2,11:59:00,12
144,2009-12-02 12:06:00,2009,December,2,12:06:00,12
145,2009-12-02 12:09:00,2009,December,2,12:09:00,12
146,2009-12-02 12:13:00,2009,December,2,12:13:00,12
147,2009-12-02 12:15:00,2009,December,2,12:15:00,12
148,2009-12-02 12:19:00,2009,December,2,12:19:00,12
149,2009-12-02 12:22:00,2009,December,2,12:22:00,12
150,2009-12-02 12:26:00,2009,December,2,12:26:00,12
151,2009-12-02 12:28:00,2009,December,2,12:28:00,12
152,2009-12-02 12:32:00,2009,December,2,12:32:00,12
153,2009-12-02 12:38:00,2009,December,2,12:38:00,12
154,2009-12-02 12:39:00,2009,December,2,12:39:00,12
155,2009-12-02 12:43:00,2009,December,2,12:43:00,12
156,2009-12-02 12:44:00,2009,December,2,12:44:00,12
157,2009-12-02 12:46:00,2009,December,2,12:46:00,12
158,2009-12-02 12:47:00,2009,December,2,12:47:00,12
159,2009-12-02 12:54:00,2009,December,2,12:54:00,12
160,2009-12-02 13:00:00,2009,December,2,13:00:00,12
161,2009-12-02 13:06:00,2009,December,2,13:06:00,12
162,2009-12-02 13:10:00,2009,December,2,13:10:00,12
163,2009-12-02 13:20:00,2009,December,2,13:20:00,12
164,2009-12-02 13:22:00,2009,December,2,13:22:00,12
165,2009-12-02 13:23:00,2009,December,2,13:23:00,12
166,2009-12-02 13:26:00,2009,December,2,13:26:00,12
167,2009-12-02 13:32:00,2009,December,2,13:32:00,12
168,2009-12-02 13:33:00,2009,December,2,13:33:00,12
169,2009-12-02 13:34:00,2009,December,2,13:34:00,12
170,2009-12-02 13:39:00,2009,December,2,13:39:00,12
171,2009-12-02 13:51:00,2009,December,2,13:51:00,12
172,2009-12-02 13:53:00,2009,December,2,13:53:00,12
173,2009-12-02 13:57:00,2009,December,2,13:57:00,12
174,2009-12-02 13:58:00,2009,December,2,13:58:00,12
175,2009-12-02 14:06:00,2009,December,2,14:06:00,12
176,2009-12-02 14:09:00,2009,December,2,14:09:00,12
177,2009-12-02 14:15:00,2009,December,2,14:15:00,12
178,2009-12-02 14:21:00,2009,December,2,14:21:00,12
179,2009-12-02 14:22:00,2009,December,2,14:22:00,12
180,2009-12-02 14:34:00,2009,December,2,14:34:00,12
181,2009-12-02 14:36:00,2009,December,2,14:36:00,12
182,2009-12-02 14:43:00,2009,December,2,14:43:00,12
183,2009-12-02 14:50:00,2009,December,2,14:50:00,12
184,2009-12-02 14:52:00,2009,December,2,14:52:00,12
185,2009-12-02 14:55:00,2009,December,2,14:55:00,12
186,2009-12-02 14:56:00,2009,December,2,14:56:00,12
187,2009-12-02 15:01:00,2009,December,2,15:01:00,12
188,2009-12-02 15:04:00,2009,December,2,15:04:00,12
189,2009-12-02 15:08:00,2009,December,2,15:08:00,12
190,2009-12-02 15:10:00,2009,December,2,15:10:00,12
191,2009-12-02 15:15:00,2009,December,2,15:15:00,12
192,2009-12-02 15:16:00,2009,December,2,15:16:00,12
193,2009-12-02 15:17:00,2009,December,2,15:17:00,12
194,2009-12-02 15:28:00,2009,December,2,15:28:00,12
195,2009-12-02 15:29:00,2009,December,2,15:29:00,12
196,2009-12-02 15:38:00,2009,December,2,15:38:00,12
197,2009-12-02 15:41:00,2009,December,2,15:41:00,12
198,2009-12-02 15:44:00,2009,December,2,15:44:00,12
199,2009-12-02 15:51:00,2009,December,2,15:51:00,12
200,2009-12-02 16:02:00,2009,December,2,16:02:00,12
201,2009-12-02 16:18:00,2009,December,2,16:18:00,12
202,2009-12-02 16:24:00,2009,December,2,16:24:00,12
203,2009-12-02 16:49:00,2009,December,2,16:49:00,12
204,2009-12-02 16:52:00,2009,December,2,16:52:00,12
205,2009-12-02 16:53:00,2009,December,2,16:53:00,12
206,2009-12-02 16:59:00,2009,December,2,16:59:00,12
207,2009-12-02 17:02:00,2009,December,2,17:02:00,12
208,2009-12-02 17:06:00,2009,December,2,17:06:00,12
209,2009-12-02 17:18:00,2009,December,2,17:18:00,12
210,2009-12-03 07:25:00,2009,December,3,07:25:00,12
211,2009-12-03 07:57:00,2009,December,3,07:57:00,12
212,2009-12-03 09:10:00,2009,December,3,09:10:00,12
213,2009-12-03 09:44:00,2009,December,3,09:44:00,12
214,2009-12-03 09:52:00,2009,December,3,09:52:00,12
215,2009-12-03 10:02:00,2009,December,3,10:02:00,12
216,2009-12-03 10:03:00,2009,December,3,10:03:00,12
217,2009-12-03 10:16:00,2009,December,3,10:16:00,12
218,2009-12-03 10:17:00,2009,December,3,10:17:00,12
219,2009-12-03 10:20:00,2009,December,3,10:20:00,12
220,2009-12-03 10:23:00,2009,December,3,10:23:00,12
221,2009-12-03 10:26:00,2009,December,3,10:26:00,12
222,2009-12-03 10:28:00,2009,December,3,10:28:00,12
223,2009-12-03 10:37:00,2009,December,3,10:37:00,12
224,2009-12-03 10:49:00,2009,December,3,10:49:00,12
225,2009-12-03 10:51:00,2009,December,3,10:51:00,12
226,2009-12-03 11:09:00,2009,December,3,11:09:00,12
227,2009-12-03 11:10:00,2009,December,3,11:10:00,12
228,2009-12-03 11:19:00,2009,December,3,11:19:00,12
229,2009-12-03 11:25:00,2009,December,3,11:25:00,12
230,2009-12-03 11:34:00,2009,December,3,11:34:00,12
231,2009-12-03 11:45:00,2009,December,3,11:45:00,12
232,2009-12-03 11:46:00,2009,December,3,11:46:00,12
233,2009-12-03 11:51:00,2009,December,3,11:51:00,12
234,2009-12-03 11:53:00,2009,December,3,11:53:00,12
235,2009-12-03 11:57:00,2009,December,3,11:57:00,12
236,2009-12-03 12:02:00,2009,December,3,12:02:00,12
237,2009-12-03 12:10:00,2009,December,3,12:10:00,12
238,2009-12-03 12:13:00,2009,December,3,12:13:00,12
239,2009-12-03 12:15:00,2009,December,3,12:15:00,12
240,2009-12-03 12:27:00,2009,December,3,12:27:00,12
241,2009-12-03 12:28:00,2009,December,3,12:28:00,12
242,2009-12-03 12:31:00,2009,December,3,12:31:00,12
243,2009-12-03 12:34:00,2009,December,3,12:34:00,12
244,2009-12-03 12:36:00,2009,December,3,12:36:00,12
245,2009-12-03 12:37:00,2009,December,3,12:37:00,12
246,2009-12-03 12:38:00,2009,December,3,12:38:00,12
247,2009-12-03 12:40:00,2009,December,3,12:40:00,12
248,2009-12-03 12:44:00,2009,December,3,12:44:00,12
249,2009-12-03 12:45:00,2009,December,3,12:45:00,12
250,2009-12-03 12:50:00,2009,December,3,12:50:00,12
251,2009-12-03 13:02:00,2009,December,3,13:02:00,12
252,2009-12-03 13:03:00,2009,December,3,13:03:00,12
253,2009-12-03 13:04:00,2009,December,3,13:04:00,12
254,2009-12-03 13:05:00,2009,December,3,13:05:00,12
255,2009-12-03 13:09:00,2009,December,3,13:09:00,12
256,2009-12-03 13:17:00,2009,December,3,13:17:00,12
257,2009-12-03 13:22:00,2009,December,3,13:22:00,12
258,2009-12-03 13:25:00,2009,December,3,13:25:00,12
259,2009-12-03 13:26:00,2009,December,3,13:26:00,12
260,2009-12-03 13:30:00,2009,December,3,13:30:00,12
261,2009-12-03 13:32:00,2009,December,3,13:32:00,12
262,2009-12-03 13:42:00,2009,December,3,13:42:00,12
263,2009-12-03 13:46:00,2009,December,3,13:46:00,12
264,2009-12-03 13:49:00,2009,December,3,13:49:00,12
265,2009-12-03 13:51:00,2009,December,3,13:51:00,12
266,2009-12-03 13:58:00,2009,December,3,13:58:00,12
267,2009-12-03 14:00:00,2009,December,3,14:00:00,12
268,2009-12-03 14:02:00,2009,December,3,14:02:00,12
269,2009-12-03 14:06:00,2009,December,3,14:06:00,12
270,2009-12-03 14:07:00,2009,December,3,14:07:00,12
271,2009-12-03 14:11:00,2009,December,3,14:11:00,12
272,2009-12-03 14:28:00,2009,December,3,14:28:00,12
273,2009-12-03 14:36:00,2009,December,3,14:36:00,12
274,2009-12-03 14:39:00,2009,December,3,14:39:00,12
275,2009-12-03 14:42:00,2009,December,3,14:42:00,12
276,2009-12-03 15:09:00,2009,December,3,15:09:00,12
277,2009-12-03 15:15:00,2009,December,3,15:15:00,12
278,2009-12-03 15:20:00,2009,December,3,15:20:00,12
279,2009-12-03 15:32:00,2009,December,3,15:32:00,12
280,2009-12-03 15:34:00,2009,December,3,15:34:00,12
281,2009-12-03 15:35:00,2009,December,3,15:35:00,12
282,2009-12-03 15:43:00,2009,December,3,15:43:00,12
283,2009-12-03 15:48:00,2009,December,3,15:48:00,12
284,2009-12-03 15:49:00,2009,December,3,15:49:00,12
285,2009-12-03 15:50:00,2009,December,3,15:50:00,12
286,2009-12-03 15:52:00,2009,December,3,15:52:00,12
287,2009-12-03 15:53:00,2009,December,3,15:53:00,12
288,2009-12-03 15:54:00,2009,December,3,15:54:00,12
289,2009-12-03 15:56:00,2009,December,3,15:56:00,12
290,2009-12-03 16:02:00,2009,December,3,16:02:00,12
291,2009-12-03 16:09:00,2009,December,3,16:09:00,12
292,2009-12-03 16:12:00,2009,December,3,16:12:00,12
293,2009-12-03 16:21:00,2009,December,3,16:21:00,12
294,2009-12-03 16:24:00,2009,December,3,16:24:00,12
295,2009-12-03 16:40:00,2009,December,3,16:40:00,12
296,2009-12-03 16:47:00,2009,December,3,16:47:00,12
297,2009-12-03 16:49:00,2009,December,3,16:49:00,12
298,2009-12-03 16:51:00,2009,December,3,16:51:00,12
299,2009-12-03 16:52:00,2009,December,3,16:52:00,12
300,2009-12-03 16:54:00,2009,December,3,16:54:00,12
301,2009-12-03 17:04:00,2009,December,3,17:04:00,12
302,2009-12-03 17:12:00,2009,December,3,17:12:00,12
303,2009-12-03 17:29:00,2009,December,3,17:29:00,12
304,2009-12-03 17:32:00,2009,December,3,17:32:00,12
305,2009-12-03 17:33:00,2009,December,3,17:33:00,12
306,2009-12-03 17:46:00,2009,December,3,17:46:00,12
307,2009-12-03 17:48:00,2009,December,3,17:48:00,12
308,2009-12-03 17:57:00,2009,December,3,17:57:00,12
309,2009-12-03 18:08:00,2009,December,3,18:08:00,12
310,2009-12-03 18:11:00,2009,December,3,18:11:00,12
311,2009-12-03 18:13:00,2009,December,3,18:13:00,12
312,2009-12-03 18:23:00,2009,December,3,18:23:00,12
313,2009-12-03 18:30:00,2009,December,3,18:30:00,12
314,2009-12-03 18:41:00,2009,December,3,18:41:00,12
315,2009-12-03 18:51:00,2009,December,3,18:51:00,12
316,2009-12-03 19:13:00,2009,December,3,19:13:00,12
317,2009-12-03 19:22:00,2009,December,3,19:22:00,12
318,2009-12-03 19:23:00,2009,December,3,19:23:00,12
319,2009-12-03 19:31:00,2009,December,3,19:31:00,12
320,2009-12-03 20:03:00,2009,December,3,20:03:00,12
321,2009-12-04 08:24:00,2009,December,4,08:24:00,12
322,2009-12-04 08:36:00,2009,December,4,08:36:00,12
323,2009-12-04 08:40:00,2009,December,4,08:40:00,12
324,2009-12-04 08:46:00,2009,December,4,08:46:00,12
325,2009-12-04 09:27:00,2009,December,4,09:27:00,12
